,ID,Title,Abstract
203,30896448,Neuronal activity in vivo enhances functional myelin repair.,"In demyelinating diseases such as Multiple Sclerosis (MS), demyelination of neuronal fibers impairs impulse conduction and causes axon degeneration. While neuronal activity stimulates oligodendrocyte production and myelination in normal conditions, it remains unclear whether the activity of demyelinated axons restores their loss-of-function in a harmful environment. To investigate this question, we established a model to induce a moderate optogenetic stimulation of demyelinated axons in the corpus callosum at the level of the motor cortex in which cortical circuit activation and locomotor effects were reduced in adult freely moving mice. We demonstrate that a moderate activation of demyelinated axons enhances the differentiation of oligodendrocyte precursor cells onto mature oligodendrocytes, but only under a repeated stimulation paradigm. This activity-dependent increase in the oligodendrocyte pool promotes an extensive remyelination and functional restoration of conduction, as revealed by ultrastructural analyses and compound action potential recordings. Our findings reveal the need of preserving an appropriate neuronal activity in the damaged tissue to promote oligodendrocyte differentiation and remyelination, likely by enhancing axon-oligodendroglia interactions. Our results provide new perspectives for translational research using neuromodulation in demyelinating diseases."
204,30864249,Plant polyprenols reduce demyelination and recover impaired oligodendrogenesis and neurogenesis in the cuprizone murine model of multiple sclerosis.,"Recent studies showed hepatoprotective, neuroprotective, and immunomodulatory properties of polyprenols isolated from the green verdure of Picea abies (L.) Karst. This study aimed to investigate effects of polyprenols on oligodendrogenesis, neurogenesis, and myelin content in the cuprizone demyelination model. Demyelination was induced by 0.5% cuprizone in CD-1 mice during 10 weeks. Nine cuprizone-treated animals received daily injections of polyprenols intraperitoneally at a dose of 12-mg/kg body weight during Weeks 6-10. Nine control animals and other nine cuprizone-treated received sham oil injections. At Week 10, brain sections were stained for myelin basic protein, neuro-glial antigen-2, and doublecortin to evaluate demyelination, oligodendrogenesis, and neurogenesis. Cuprizone administration caused a decrease in myelin basic protein in the corpus callosum, cortex, hippocampus, and the caudate putamen compared with the controls. Oligodendrogenesis was increased, and neurogenesis in the subventricular zone and the dentate gyrus of the hippocampus was decreased in the cuprizone-treated group compared with the controls. Mice treated with cuprizone and polyprenols did not show significant demyelination and differences in oligodendrogenesis and neurogenesis as compared with the controls. Our results suggest that polyprenols can halt demyelination, restore impaired neurogenesis, and mitigate reactive overproduction of oligodendrocytes caused by cuprizone neurotoxicity."
205,30855715,[Appraisal of cerebral atrophy in multiple sclerosis by means of the corpus callosum index. Reply].,
206,30855714,[Appraisal of cerebral atrophy in multiple sclerosis by means of the corpus callosum index].,
207,30811744,Therapeutic effect of oligomeric proanthocyanidin in cuprizone-induced demyelination.,"What is the central question of this study? Oligomeric proanthocyanidin has the capacity to alleviate abnormalities in neurological functioning. However, whether oligomeric proanthocyanidin can reduce the progression of demyelination or promote remyelination in demyelinating diseases remains unknown. What is the main finding and its importance? Oligomeric proanthocyanidin can improve cuprizone-induced demyelination by inhibiting immune cell infiltration, reversing overactivated microglia, decreasing the inflammatory cytokines secreted by inflammatory cells and decreasing the production of myelin oligodendrocyte glycoprotein -specific antibody in the brain.Demyelinating diseases of the CNS, including multiple sclerosis, neuromyelitis optica and acute disseminated encephalomylitis, are characterized by recurrent primary demyelination-remyelination and progressive neurodegeneration. In the present study, we investigated the therapeutic effect of oligomeric proanthocyanidin (OPC), the most effective component of grape seed extract, in cuprizone-fed C57BL/6 mice, a classic demyelination-remyelination model. Our results showed that OPC attenuated abnormal behaviour, reduced demyelination and increased expression of myelin basic protein and expression of O4 oligodendrocytes in the corpus callosum. Oligomeric proanthocyanidin also reduced the numbers of B and T cells, activated microglia in the corpus callosum and inhibited secretion of inflammatory factors. Furthermore, concentrations of myelin oligodendrocyte glycoprotein-specific antibodies were significantly reduced in serum and brain homogenates after OPC treatment. Together, these results demonstrate a potent therapeutic effect for OPC in cuprizone-mediated demyelination and clearly highlight multiple effects of this natural product in attenuating myelin-specific autoantibodies and the inflammatory microenvironment in the brain."
208,30802808,Cognitive speed and white matter integrity in secondary progressive multiple sclerosis.,"Processing speed (PS) deficits have been consistently observed in secondary progressive multiple sclerosis (SPMS). However, the underlying neural correlates have not been clarified yet. The present study aimed to investigate the relationship between macrostructural and microstructural white matter (WM) integrity and performance on different cognitive measures with prominent PS load.Thirty-one patients with SPMS were recruited and underwent neurological, neuropsychological, and MRI assessments. The associations between a composite index of PS abilities and scores on various tests with prominent PS load and T1-weighted and diffusion tensor image parameters were tested. Analyses were carried out using voxel-based morphometry (VBM) and tract-based spatial statistics (TBSS).VBM results showed that only the semantic fluency task correlated with grey matter (GM) volume in a range of cortical and subcortical areas bilaterally as well as the corpus callosum and the superior longitudinal fasciculus. TBSS analysis revealed consistent results across all the cognitive measures investigated, showing a prominent role of commissural and frontal associative WM tracts in supporting PS-demanding cognitive operations.In patients with SPMS, PS abilities are mainly dependent on the degree of both macrostructural and microstructural WM integrity. Preservation of associative WM tracts that support information integration seems crucial to sustain performance in tasks requiring fast cognitive processes."
209,30761708,Axonal water fraction as marker of white matter injury in primary-progressive multiple sclerosis: a longitudinal study.,"Diffuse white matter (WM) injury is prominent in primary-progressive multiple sclerosis (PP-MS) pathology and is a potential biomarker of disease progression. Diffusion kurtosis imaging allows the quantification of non-Gaussian water diffusion, providing metrics with high WM pathological specificity. The aim of this study was to characterize the pathological changes occurring in the normal-appearing WM of patients with PP-MS at baseline and at 1-year follow-up and to assess their impact on disability and short-term disease progression.A total of 26 patients with PP-MS and 20 healthy controls were prospectively enrolled. Diffusion kurtosis imaging single-shot echo-planar imaging (EPI) was acquired on a 3-T scanner (Philips Achieva, Best, The Netherlands) (voxel size, 2 × 2 × 2 mm , 30 directions for each b-value = 1000, 2000 s/mm and one b = 0 s/mm ). A two-compartment biophysical model of WM tract integrity was used to derive spatial maps of axonal water fraction (AWF), intra-axonal diffusivity, extra-axonal axial and radial diffusivities (D , D ) and tortuosity from the following WM tracts: corpus callosum (CC), corticospinal tract (CST) and posterior thalamic radiation (PTR).At baseline, patients with PP-MS showed a widespread decrease of AWF, tortuosity and D and an increase of D in CC, CST and PTR (P ranging from 0.001 to 0.036). At 1-year follow-up, a significant AWF decrease was detected in the body of CC (P = 0.048), PTR (P = 0.008) and CST (P = 0.044). Baseline AWF values in CST significantly discriminated progressed from non-progressed patients (P = 0.021; area under the curve, 0.854).Based on its change over time and its relationship with disease progression, among the analyzed metrics, AWF seems the most sensitive metric of WM tissue damage in PP-MS and therefore it could be considered as a marker for monitoring disease progression."
210,30697184,Predictors of Evolution Into Multiple Sclerosis After a First Acute Demyelinating Syndrome in Children and Adolescents.,"The aim of the study was to estimate the rate of evolution or for multiple sclerosis (MS), after a first acute demyelinating event (ADE) in pediatric patients, and to investigate the variables that predict this evolution.  We retrospectively evaluated the clinical and neuroradiological features of children who presented a first ADE between January 2005 and April 2017. All patients included underwent a baseline MRI, a cerebrospinal fluid and blood analysis, including virological examinations. The evolution into MS was determined by the 2013 International Pediatric Multiple Sclerosis Study Group (IPMSSG) criteria. Clinical and radiological features predictive of MS were determined using multivariate analyses.  Ninety-one patients were selected (mean age at onset: 10.11 ± 4.6). After a mean follow-up of 5.6 ± 2.3 years, 35% of patients' conditions evolved to MS. In the logistic multivariate analysis of clinical and laboratory data, the best predictors of evolution into MS were: the presence of oligoclonal bands in CSF ( < 0.001), past infection with EBV ( < 0.001), periventricular lesions ( < 0.001), hypointense lesions on T1 ( < 0.001), and lesions of the corpus callosum ( < 0.001) including Dawson fingers ( < 0.001).  Our findings suggest that a pattern of neuroimaging and laboratory findings may help to distinguish between, at clinical onset, children with a monophasic syndrome (clinically isolated syndrome or acute disseminated encephalomyelitis) from those who will develop MS."
211,30696113,Expression of Translocator Protein and [18F]-GE180 Ligand Uptake in Multiple Sclerosis Animal Models.,"Positron emission tomography (PET) ligands targeting the translocator protein (TSPO) represent promising tools to visualize neuroinflammation in multiple sclerosis (MS). Although it is known that TSPO is expressed in the outer mitochondria membrane, its cellular localization in the central nervous system under physiological and pathological conditions is not entirely clear. The purpose of this study was to assess the feasibility of utilizing PET imaging with the TSPO tracer, [18F]-GE180, to detect histopathological changes during experimental demyelination, and to determine which cell types express TSPO. C57BL/6 mice were fed with cuprizone for up to 5 weeks to induce demyelination. Groups of mice were investigated by [18F]-GE180 PET imaging at week 5. Recruitment of peripheral immune cells was triggered by combining cuprizone intoxication with MOG immunization (i.e., Cup/EAE). Immunofluorescence double-labelling and transgene mice were used to determine which cell types express TSPO. [18F]-GE180-PET reliably detected the cuprizone-induced pathology in various white and grey matter regions, including the corpus callosum, cortex, hippocampus, thalamus and caudoputamen. Cuprizone-induced demyelination was paralleled by an increase in TSPO expression, glia activation and axonal injury. Most of the microglia and around one-third of the astrocytes expressed TSPO. TSPO expression induction was more severe in the white matter corpus callosum compared to the grey matter cortex. Although mitochondria accumulate at sites of focal axonal injury, these mitochondria do not express TSPO. In Cup/EAE mice, both microglia and recruited monocytes contribute to the TSPO expressing cell populations. These findings support the notion that TSPO is a valuable marker for the in vivo visualization and quantification of neuropathological changes in the MS brain. The pathological substrate of an increase in TSPO-ligand binding might be diverse including microglia activation, peripheral monocyte recruitment, or astrocytosis, but not axonal injury."
212,30679747,Analogues of ERβ ligand chloroindazole exert immunomodulatory and remyelinating effects in a mouse model of multiple sclerosis.,"Pharmaceutical agents currently approved for the treatment of multiple sclerosis reduce relapse rates, but do not reverse or prevent neurodegeneration nor initiate myelin repair. The highly selective estrogen receptor (ER) β ligand chloroindazole (IndCl) shows particular promise promoting both remyelination while reducing inflammatory cytokines in the central nervous system of mice with experimental autoimmune encephalomyelitis. To optimize these benefits, we developed and screened seven novel IndCl analogues for their efficacy in promoting primary oligodendrocyte (OL) progenitor cell survival, proliferation, and differentiation in vitro by immunohistochemistry. Two analogues, IndCl-o-chloro and IndCl-o-methyl, induced proliferation and differentiation equivalent to IndCl and were selected for subsequent in vivo evaluation for their impact on clinical disease course, white matter pathology, and inflammation. Both compounds ameliorated disease severity, increased mature OLs, and improved overall myelination in the corpus callosum and white matter tracts of the spinal cord. These effects were accompanied by reduced production of the OL toxic molecules interferon-γ and chemokine (C-X-C motif) ligand, CXCL10 by splenocytes with no discernable effect on central nervous system-infiltrating leukocyte numbers, while IndCl-o-methyl also reduced peripheral interleukin (IL)-17. In addition, expression of the chemokine CXCL1, which is associated with developmental oligodendrogenesis, was upregulated by IndCl and both analogues. Furthermore, callosal compound action potential recordings from analogue-treated mice demonstrated a larger N1 component amplitude compared to vehicle, suggesting more functionally myelinated fibers. Thus, the o-Methyl and o-Chloro IndCl analogues represent a class of ERβ ligands that offer significant remyelination and neuroprotection as well as modulation of the immune system; hence, they appear appropriate to consider further for therapeutic development in multiple sclerosis and other demyelinating diseases."
213,30660624,Hydroxyfasudil alleviates demyelination through the inhibition of MOG antibody and microglia activation in cuprizone mouse model.,"Multiple sclerosis (MS) is an immune-mediated demyelinating disease of the central nervous system characterized by oligodendrocyte loss and progressive neurodegeneration. The cuprizone (CPZ)-induced demyelination is widely used to investigate the demyelination/remyelination. Here, we explored the therapeutic effects of Hydroxyfasudil (HF), an active metabolite of Fasudil, in CPZ model. HF improved behavioral abnormality and reduced myelin damage in the corpus callosum. Splenic atrophy and myelin oligodendrocyte glycoprotein (MOG) antibody were observed in CPZ model, which were partially restored and obviously inhibited by HF, therefore reducing pathogenic binding of MOG antibody to oligodendrocytes. HF inhibited the percentages of CD4IL-17 T cells from splenocytes and infiltration of CD4 T cells and CD68 macrophages in the brain. HF also declined microglia-mediated neuroinflammation, and promoted the production of astrocyte-derived brain derived neurotrophic factor (BDNF) and regeneration of NG2 oligodendrocyte precursor cells. These results provide potent evidence for the therapeutic effects of HF in CPZ-induced demyelination."
214,30652255,Astrocyte ablation induced by La-aminoadipate (L-AAA) potentiates remyelination in a cuprizone demyelinating mouse model.,"Chronic demyelination in the central nervous system (CNS) is accompanied by an increase in the number of reactive astrocytes and astrogliosis. There are controversial issues regarding astrocytes and their roles in demyelinating diseases in particular for multiple sclerosis (MS). We aimed to evaluate possible roles for pharmacologic astrocyte ablation strategy using La-aminoadipate (L-AAA) on remyelination in a cuprizone model of demyelination. Male C57BL/6 mice were fed with 0.2% cuprizone for 12 weeks followed by 2-week administration of L-AAA through a cannula inserted 1 mm above the corpus callosum. Rotarod test showed a significant decrease in the range of motor coordination deficits after ablation of astrocytes in mice receiving cuprizone. Results of Luxol fast blue (LFB) and transmission electron microscopy (TEM) for evaluation of myelin content within the corpus callosum revealed a noticeable rise in the percentage of myelinated areas and in the number of myelinated fibers after L-AAA administration in the animals. Astrocyte ablation reduced protein expressions for GFAP (an astrocyte marker) and Iba-1 (a microglial marker), but increased expression of Olig2 (an oligodendrocyte marker) assessed by immunofluorescence. Finally, expression of genes related to recruitment of microglia (astrocyte chemokines CXCL10 and CXCL12) and suppression of oligodendrocyte progenitor cell (OPC) differentiation (astrocyte peptides ET-1 and EDNRB) showed a considerable decrease after administration of L-AAA (for all p < 0.05). These results are indicative of improved remyelination after ablation of astrocytes possibly through hampering microgliosis and astrogliosis and a further rise in the number of matured Olig2 cells."
215,30631981,"Oral Delivery of Methylthioadenosine to the Brain Employing Solid Lipid Nanoparticles: Pharmacokinetic, Behavioral, and Histopathological Evidences.","The present study aimed to orally deliver methylthioadenosine (MTA) to the brain employing solid lipid nanoparticles (SLNs) for the management of neurological conditions like multiple sclerosis. The stearic acid-based SLNs were below 100 nm with almost neutral zeta potential and offered higher drug entrapment and drug loading. Cuprizone-induced demyelination model in mice was employed to mimic the multiple sclerosis-like conditions. It was observed that the MTA-loaded SLNs were able to maintain the normal metabolism, locomotor activity, motor coordination, balancing, and grip strength of the rodents in substantially superior ways vis-à-vis plain MTA. Histopathological studies of the corpus callosum and its subsequent staining with myelin staining dye luxol fast blue proved the potential of MTA-loaded SLNs in the remyelination of neurons. The pharmacokinetic studies provided the evidences for improved bioavailability and enhanced bioresidence supporting the pharmacodynamic findings. The studies proved that SLN-encapsulated MTA can be substantially delivered to the brain and can effectively remyelinate the neurons. It can reverse the multiple sclerosis-like symptoms in a safer and effective manner, that too by oral route."
216,30628737,Effect of the CSF1R inhibitor PLX3397 on remyelination of corpus callosum in a cuprizone-induced demyelination mouse model.,"Multiple sclerosis (MS) is a chronic inflammatory disease affecting the central nervous system (CNS). Despite introducing multiple immunomodulatory approaches for MS, there are still major concerns about possible ways for improving remyelination in this disease. Microglia exert essential roles in regulation of myelination processes, and interaction between colony-stimulating factor 1 (CSF1) with its receptor CSF1R is considered as a key regulator of microglial differentiation and survival. The aim of this study was to investigate possible roles for a CSF1R inhibitor PLX3397 in recovery of central myelination processes. Chronic demyelination was induced in mice by addition of 0.2% cuprizone to the chow for 12 weeks. Next, animals were undergoing a diet containing 290 mg/kg PLX3397 to induce microglial ablation. The PLX3397 treatment caused a significant decrease in the rate of expression for the CSF1/CSF1R axis, and a reduction in the protein expressions for the microglial marker Iba-1 and for the oligodendrocyte marker Olig-2. Findings from Luxol fast blue (LFB) staining and transmission electron microscopy (TEM) showed an increase in the rate of myelination for the mice receiving PLX3397. The rate of destruction in the nerve fibers and the extent of the gaps formed between layers of myelin sheaths was also reduced after the treatment with PLX3397. In addition, animals experienced an improvement in recovery of motor deficit after receiving PLX3397 (for all P < 0.05). It could be concluded that PLX3397 could retain myelination in the MS model possibly through regulation of the myelin environment."
217,30620337,Loss of the sphingolipid desaturase DEGS1 causes hypomyelinating leukodystrophy.,"Sphingolipid imbalance is the culprit in a variety of neurological diseases, some affecting the myelin sheath. We have used whole-exome sequencing in patients with undetermined leukoencephalopathies to uncover the endoplasmic reticulum lipid desaturase DEGS1 as the causative gene in 19 patients from 13 unrelated families. Shared features among the cases include severe motor arrest, early nystagmus, dystonia, spasticity, and profound failure to thrive. MRI showed hypomyelination, thinning of the corpus callosum, and progressive thalamic and cerebellar atrophy, suggesting a critical role of DEGS1 in myelin development and maintenance. This enzyme converts dihydroceramide (DhCer) into ceramide (Cer) in the final step of the de novo biosynthesis pathway. We detected a marked increase of the substrate DhCer and DhCer/Cer ratios in patients' fibroblasts and muscle. Further, we used a knockdown approach for disease modeling in Danio rerio, followed by a preclinical test with the first-line treatment for multiple sclerosis, fingolimod (FTY720, Gilenya). The enzymatic inhibition of Cer synthase by fingolimod, 1 step prior to DEGS1 in the pathway, reduced the critical DhCer/Cer imbalance and the severe locomotor disability, increasing the number of myelinating oligodendrocytes in a zebrafish model. These proof-of-concept results pave the way to clinical translation."
218,30607821,Evaluation strategy to determine reliable demyelination in the cuprizone model.,"In multiple sclerosis patients, chronic clinical deficits are known to result from axonal degeneration which is triggered by inadequate remyelination. The underlying molecular mechanisms of remyelination and its failure remain currently unclear. In vivo models, among the cuprizone model, are valuable tools to study underlying mechanisms of remyelination and its failure. Since complete and reproducible demyelination of the analyzed brain region is an indispensable prerequisite for efficient remyelination experiments, in this study we systematically addressed which part of the corpus callosum is reliably and consistently demyelinated after acute cuprizone-induced demyelination. Following a novel evaluation strategy, we can show that at the level of the rostral hippocampus, the most medial sectors of the corpus callosum (spanning 500 μm in the horizontal plane) are consistently demyelinated, whereas more lateral sectors show inconsistent and incomplete demyelination. These results precisely define a part of the corpus callosum which should be used as a region of interest during remyelination experiments."
219,30606727,"""Ears of the Lynx"" MRI Sign Is Associated with SPG11 and SPG15 Hereditary Spastic Paraplegia.","The ""ears of the lynx"" MR imaging sign has been described in case reports of hereditary spastic paraplegia with a thin corpus callosum, mostly associated with mutations in the  gene, causing Spastic Paraplegia type 11 (SPG11). This sign corresponds to long T1 and T2 values in the forceps minor of the corpus callosum, which appears hyperintense on FLAIR and hypointense on T1-weighted images. Our purpose was to determine the sensitivity and specificity of the ears of the lynx MR imaging sign for genetic cases compared with common potential mimics.Four independent raters, blinded to the diagnosis, determined whether the ears of the lynx sign was present in each of a set of 204 single anonymized FLAIR and T1-weighted MR images from 34 patients with causal mutations associated with SPG11 or Spastic Paraplegia type 15 (SPG15). 34 healthy controls, and 34 patients with multiple sclerosis.The interrater reliability for FLAIR images was substantial (Cohen κ, 0.66-0.77). For these images, the sensitivity of the ears of the lynx sign across raters ranged from 78.8 to 97.0 and the specificity ranged from 90.9 to 100. The accuracy of the sign, measured by area under the receiver operating characteristic curve, ranged from very good (87.1) to excellent (93.9).The ears of the lynx sign on FLAIR MR imaging is highly specific for the most common genetic subtypes of hereditary spastic paraplegia with a thin corpus callosum. When this sign is present, there is a high likelihood of a genetic mutation, particularly associated with SPG11 or SPG15, even in the absence of a family history."
220,30588771,Diffusion tensor imaging and disability progression in multiple sclerosis: A 4-year follow-up study.,"Diffusion tensor imaging (DTI) is sensitive technique to detect widespread changes in water diffusivity in the normal-appearing white matter (NAWM) that appears unaffected in conventional magnetic resonance imaging. We aimed to investigate the prognostic value and stability of DTI indices in the NAWM of the brain in an assessment of disability progression in patients with a relapsing-onset multiple sclerosis (MS).Forty-six MS patients were studied for DTI indices (fractional anisotropy (FA), mean diffusivity (MD), radial (RD), and axial (AD) diffusivity) in the NAWM of the corpus callosum (CC) and the internal capsule at baseline and at 1 year after. DTI analysis for 10 healthy controls was also performed at baseline. Simultaneously, focal brain lesion volume and atrophy measurements were done at baseline for MS patients. Associations between DTI indices, volumetric measurements, and disability progression over 4 years were studied by multivariate logistic regression analysis.At baseline, most DTI metrics differed significantly between MS patients and healthy controls. There was tendency for associations between baseline DTI indices in the CC and disability progression (p < 0.05). Changes in DTI indices over 1 year were observed only in the CC (p < 0.008), and those changes were not found to predict clinical worsening over 4 years. Clear-cut association with disability progression was not detected for baseline volumetric measurements.Aberrant diffusivity measures in the NAWM of the CC may provide additional information for individual disability progression over 4 years in MS with the relapsing-onset disease. CC may be a good target for DTI measurements in monitoring disease activity in MS, and more studies are needed to assess the related prognostic potential."
221,30588379,The neural basis of fatigue in multiple sclerosis: A multimodal MRI approach.,"Fatigue is a frequent disabling symptom in multiple sclerosis (MS), but its pathophysiology remains incompletely understood. This study aimed to explore the underlying neural basis of fatigue in patients with MS.We enrolled 60 consecutive patients with MS and 60 healthy controls (HC) matched on age, sex, and education. Fatigue was assessed using the Portuguese version of the Modified Fatigue Impact Scale (MFIS). All participants underwent 3T brain MRI (conventional and diffusion tensor imaging [DTI] sequences). White matter (WM) focal lesions were identified and T1/T2 lesion volumes were computed. Tract-based spatial statistics were applied for voxel-wise analysis of DTI metrics fractional anisotropy and mean diffusivity (MD) on normal-appearing WM (NAWM). Using Freesurfer software, total and regional volumes of cortical and subcortical gray matter (GM) were calculated.Compared to HC, patients with MS scored significantly higher on MFIS (33.8 ± 19.7 vs 16.5 ± 15.1,  < 0.001). MFIS scores were not significantly correlated with T1/T2 lesion volumes, total GM volume, or any regional volume of cortical and subcortical GM. Significant correlations were found between global scores of MFIS and MD increase of the NAWM skeleton, including corona radiata, internal capsule, external capsule, corticospinal tract, cingulum, corpus callosum, fornix, superior longitudinal fasciculus, superior fronto-occipital fasciculus, sagittal stratum, posterior thalamic radiation, cerebral peduncle, and uncinate fasciculus.In this study, fatigue was associated with widespread NAWM damage but not with lesion load or GM atrophy. Functional disconnection, caused by diffuse microstructural WM damage, might be the main neural basis of fatigue in MS."
222,30582962,The endocannabinoid 2-AG enhances spontaneous remyelination by targeting microglia.,"Remyelination is an endogenous process by which functional recovery of damaged neurons is achieved by reinstating the myelin sheath around axons. Remyelination has been documented in multiple sclerosis (MS) lesions and experimental models, although it is often incomplete or fails to affect the integrity of the axon, thereby leading to progressive disability. Microglia play a crucial role in the clearance of the myelin debris produced by demyelination and in inflammation-dependent OPC activation, two processes necessary for remyelination to occur. We show here that following corpus callosum demyelination in the TMEV-IDD viral murine model of MS, there is spontaneous and partial remyelination that involves a temporal discordance between OPC mobilization and microglia activation. Pharmacological treatment with the endocannabinoid 2-AG enhances the clearance of myelin debris by microglia and OPC differentiation, resulting in complete remyelination and a thickening of the myelin sheath. These results highlight the importance of targeting microglia during the repair processes in order to enhance remyelination."
223,30576361,Gray matter atrophy in multiple sclerosis despite clinical and lesion stability during natalizumab treatment.,"Brain volume loss is an important surrogate marker for assessing disability in MS; however, contribution of gray and white matter to the whole brain volume loss needs further examination in the context of specific MS treatment.To examine whole and segmented gray, white, thalamic, and corpus callosum volume loss in stable patients receiving natalizumab for 2-5 years.This was a retrospective study of 20 patients undergoing treatment with natalizumab for 24-68 months. Whole brain volume loss was determined with SIENA. Gray and white matter segmentation was done using FAST. Thalamic and corpus callosum volumes were determined using Freesurfer. T1 relaxation values of chronic hypointense lesions (black holes) were determined using a quantitative, in-house developed method to assess lesion evolution.Over a mean of 36.6 months, median percent brain volume change (PBVC) was -2.0% (IQR 0.99-2.99). There was decline in gray (p = 0.001) but not white matter (p = 0.6), and thalamic (p = 0.01) but not corpus callosum volume (p = 0.09). Gray matter loss correlated with PBVC (Spearman's r = 0.64, p = 0.003) but not white matter (Spearman's r = 0.42, p = 0.07). Age significantly influenced whole brain volume loss (p = 0.010, multivariate regression), but disease duration and baseline T2 lesion volume did not. There was no change in T1 relaxation values of lesions or T2 lesion volume over time. All patients remained clinically stable.These results demonstrate that brain volume loss in MS is primarily driven by gray matter changes and may be independent of clinically effective treatment."
224,30572821,Structural MRI correlates of PASAT performance in multiple sclerosis.,"The Paced Auditory Serial Addition Test (PASAT) is a useful cognitive test in patients with multiple sclerosis (MS), assessing sustained attention and information processing speed. However, the neural underpinnings of performance in the test are controversial. We aimed to study the neural basis of PASAT performance by using structural magnetic resonance imaging (MRI) in a series of 242 patients with MS.PASAT (3-s) was administered together with a comprehensive neuropsychological battery. Global brain volumes and total T2-weighted lesion volumes were estimated. Voxel-based morphometry and lesion symptom mapping analyses were performed.Mean PASAT score was 42.98 ± 10.44; results indicated impairment in 75 cases (31.0%). PASAT score was correlated with several clusters involving the following regions: bilateral precuneus and posterior cingulate, bilateral caudate and putamen, and bilateral cerebellum. Voxel-based lesion symptom mapping showed no significant clusters. Region of interest-based analysis restricted to white matter regions revealed a correlation with the left cingulum, corpus callosum, bilateral corticospinal tracts, and right arcuate fasciculus. Correlations between PASAT scores and global volumes were weak.PASAT score was associated with regional volumes of the posterior cingulate/precuneus and several subcortical structures, specifically the caudate, putamen, and cerebellum. This emphasises the role of both cortical and subcortical structures in cognitive functioning and information processing speed in patients with MS."
225,30568702,Fingolimod Enhances Oligodendrocyte Differentiation of Transplanted Human Induced Pluripotent Stem Cell-Derived Neural Progenitors.,"Multiple sclerosis (MS) is an autoimmune disease which affects myelin in the central nervous system (CNS) and leads to serious disability. Currently available treatments for MS mainly suppress the immune system. Regenerative medicine-based approaches attempt to increase myelin repair by targeting endogenous progenitors or transplanting stem cells or their derivatives. Fingolimod exerts anti-inflammatory effects and directly affects neural cells. In this study we assessed the effect of fingolimod on transplanted human induced pluripotent stem cell derived neural progenitors (hiPSC-NPs). hiPSC-NPs were labeled by green fluorescence protein (GFP) and transplanted into the corpus callosum of mice which were chronically demyelinated after cuprizone (CPZ) feedings for 10 weeks. The animals received fingolimod from 1 day prior to NPs transplantation via gavage as well as daily intraperitoneal cyclosporine A from 2 days before cell transplantation until the time of sampling. At either 7 or 21 days after NPs transplantation, the animals were sacrificed and their brains were histologically evaluated for the number of transplanted cells and their fate. In the animals treated with fingolimod, we observed higher numbers of NPs within the injection site compared to the animals who did not receive fingolimod showing that hiPSC- NPs were more efficiently differentiated to the oligodendrocyte lineage. These data have suggested that repetitive treatment with fingolimod, beside its anti-inflammatory effect, may enhance the survival and differentiation of transplanted NPs to oligodendrocyte lineage cells to participate in myelin repair."
226,30539784,"The protective effect of rifampicin on behavioral deficits, biochemical, and neuropathological changes in a cuprizone model of demyelination.","Multiple sclerosis (MS) is a disease of the central nervous system (CNS) in which both neuroinflammation and neurodegeneration play critical roles in the pathogenesis of the disease. A growing body of evidence indicates that some antibiotics have anti-inflammatory and neuroprotective properties. Rifampicin, commonly used for the treatment of mycobacteria, has been shown to exert neuroprotective activities in neurodegenerative diseases. In this study, we examined the efficacy of rifampicin on demyelination, gliosis, apoptosis, inflammation, behavioral dysfunction, and biochemical alterations in the cuprizone model of demyelination. For this aim, male C57BL/6J mice were fed a chow containing 0.2% cuprizone (w/w) for 6 weeks to induce reversible demyelination in the corpus callosum. Mice intraperitoneally received serial doses of rifampicin (10, 20, or 40 mg/kg body weight) in the last 7 days of a 6-week period of cuprizone treatment. The results showed that the administration of rifampicin led to the improvement in motor behavioral deficits. In line with this, rifampicin decreased the number of apoptotic cells in the corpus callosum thereby diminishing the expression of cleaved caspase-3 and Bax, as well as increasing Bcl-2. Moreover, rifampicin significantly lowered the levels of interleukin-6, interleukin-1β, caspase-12 activity, heme oxygenase-1(HO-1), nitric oxide (NO), and malondialdehyde (MDA) in mice treated with cuprizone. Conversely, the activity of glutathione peroxidase (GPx) and the level of ferric reducing ability of plasma (FRAP) were increased in response to the treatment with rifampicin. Histopathological findings demonstrated that rifampicin statistically promoted remyelination and mitigated microgliosis and astrogliosis. It seems that rifampicin is able to be added to the armamentarium of therapies for multiple sclerosis."
